@relation control_13_1133-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R4-9-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.NumericToNominal-R2

@attribute sessionId numeric
@attribute default {0,1,2}
@attribute whof {tv,watch,alarm,assis}
@attribute purposef {pur}
@attribute whatf {colight,cosecu,itself,cohvac,coalarm,corefri,coassis,cowash,cotv}
@attribute cstore {Locally,'Third Party Share','Remote Server'}
@attribute caction {insight,nothing,reco,opti}
@attribute decision {0,1}

@data
1783,2,tv,pur,corefri,'Remote Server',opti,1
1784,0,assis,pur,cohvac,'Remote Server',opti,1
1785,2,alarm,pur,corefri,Locally,nothing,1
1786,1,tv,pur,corefri,'Remote Server',reco,0
1790,2,watch,pur,cotv,'Third Party Share',insight,0
1787,2,alarm,pur,colight,'Third Party Share',nothing,1
1789,2,tv,pur,coalarm,Locally,insight,0
1791,0,tv,pur,cohvac,Locally,insight,1
1792,0,assis,pur,cohvac,'Third Party Share',insight,1
1797,0,alarm,pur,cotv,'Remote Server',reco,0
1804,0,assis,pur,cosecu,'Remote Server',insight,0
1805,2,watch,pur,colight,'Third Party Share',reco,0
1807,1,watch,pur,coassis,'Remote Server',opti,0
1808,0,alarm,pur,cotv,Locally,insight,0
1820,0,alarm,pur,cohvac,Locally,opti,1
1824,2,alarm,pur,cosecu,'Remote Server',nothing,1
1825,0,tv,pur,cosecu,'Remote Server',opti,1
1826,0,tv,pur,cohvac,'Third Party Share',insight,0
1827,2,watch,pur,corefri,Locally,insight,1
1831,2,alarm,pur,coassis,'Third Party Share',reco,0
1832,2,tv,pur,corefri,Locally,insight,1
1833,1,assis,pur,colight,'Third Party Share',nothing,1
1834,1,alarm,pur,cotv,Locally,nothing,0
1836,1,tv,pur,colight,'Remote Server',opti,1
1837,1,assis,pur,cosecu,Locally,opti,1
1838,2,alarm,pur,coalarm,Locally,reco,1
1839,2,assis,pur,cotv,'Remote Server',insight,1
1841,2,watch,pur,coassis,'Remote Server',nothing,1
1842,0,tv,pur,coalarm,'Remote Server',reco,1
1844,1,watch,pur,colight,'Remote Server',opti,1
1845,0,tv,pur,cowash,Locally,nothing,0
1847,1,assis,pur,cowash,'Remote Server',reco,1
1848,0,assis,pur,coalarm,'Third Party Share',opti,0
1849,0,alarm,pur,cowash,'Remote Server',insight,0
1853,0,watch,pur,itself,'Third Party Share',insight,1
1854,2,tv,pur,corefri,'Third Party Share',insight,1
1857,1,watch,pur,cosecu,'Third Party Share',nothing,1
1860,1,watch,pur,cotv,'Third Party Share',opti,1
1861,2,alarm,pur,colight,'Third Party Share',reco,0
1862,0,alarm,pur,colight,Locally,reco,1
1865,0,assis,pur,cotv,Locally,nothing,1
1866,2,alarm,pur,cohvac,Locally,reco,1
1867,1,assis,pur,colight,'Remote Server',reco,1
1868,0,watch,pur,corefri,'Remote Server',reco,1
1869,0,assis,pur,cotv,'Third Party Share',insight,1
1870,2,alarm,pur,cotv,Locally,insight,1
1872,1,assis,pur,cowash,'Remote Server',insight,1
1873,1,tv,pur,cotv,'Third Party Share',insight,0
1874,0,watch,pur,coalarm,Locally,opti,1
1875,1,tv,pur,colight,'Remote Server',reco,1
1878,0,alarm,pur,coalarm,'Remote Server',reco,0
1879,0,assis,pur,coalarm,'Third Party Share',insight,1
1880,1,watch,pur,coassis,Locally,nothing,1
1881,1,alarm,pur,cowash,'Remote Server',reco,1
1882,1,assis,pur,corefri,Locally,insight,1
1891,0,assis,pur,cotv,'Remote Server',insight,1
1883,1,alarm,pur,colight,'Remote Server',insight,1
1886,2,assis,pur,cohvac,'Third Party Share',opti,1
1901,1,tv,pur,cotv,'Remote Server',opti,0
1887,1,watch,pur,cosecu,'Third Party Share',reco,1
1888,0,alarm,pur,coalarm,Locally,reco,1
1889,2,alarm,pur,cotv,'Remote Server',opti,1
1892,1,watch,pur,corefri,'Third Party Share',opti,1
1898,1,watch,pur,cotv,Locally,insight,1
1893,2,tv,pur,cosecu,'Remote Server',insight,1
1894,0,alarm,pur,coassis,Locally,nothing,1
1896,0,alarm,pur,cowash,'Third Party Share',opti,0
1900,0,watch,pur,coassis,Locally,insight,1
1912,2,assis,pur,coassis,'Remote Server',nothing,0
1916,0,assis,pur,cowash,'Remote Server',insight,1
1914,0,tv,pur,coassis,Locally,reco,1
1917,0,watch,pur,cosecu,'Remote Server',insight,0
1919,1,watch,pur,itself,'Remote Server',opti,1
1921,2,tv,pur,cowash,'Third Party Share',nothing,1
1922,1,watch,pur,itself,'Remote Server',insight,1
1923,1,watch,pur,cotv,'Remote Server',reco,1
1924,1,assis,pur,corefri,'Remote Server',insight,1
1925,1,alarm,pur,coalarm,Locally,reco,1
1928,1,alarm,pur,coalarm,'Remote Server',nothing,1
1932,1,assis,pur,coalarm,Locally,insight,0
1935,2,tv,pur,cowash,'Third Party Share',opti,0
1936,2,tv,pur,cotv,Locally,nothing,1
1937,2,assis,pur,colight,'Remote Server',reco,1
1939,0,alarm,pur,corefri,'Third Party Share',opti,1
1940,2,assis,pur,cowash,'Remote Server',opti,1
1944,2,alarm,pur,coalarm,Locally,opti,0
1948,1,watch,pur,cotv,'Remote Server',opti,0
1949,2,watch,pur,cotv,Locally,insight,1
1951,2,tv,pur,colight,'Third Party Share',insight,0
1954,1,tv,pur,cowash,'Third Party Share',reco,0
1955,2,watch,pur,corefri,Locally,reco,1
1957,1,tv,pur,cowash,'Third Party Share',insight,0
1958,2,alarm,pur,coalarm,'Third Party Share',opti,1
1960,2,alarm,pur,colight,'Remote Server',reco,1
1959,1,alarm,pur,colight,'Third Party Share',nothing,1
1963,1,tv,pur,cohvac,'Remote Server',opti,1
1964,0,tv,pur,cohvac,Locally,opti,0
1966,2,watch,pur,itself,'Third Party Share',opti,0
1967,1,assis,pur,cotv,Locally,insight,0
1968,0,assis,pur,coassis,'Third Party Share',reco,0
1969,1,tv,pur,cosecu,'Third Party Share',opti,0
1970,0,watch,pur,cohvac,Locally,reco,0
1971,1,watch,pur,corefri,'Third Party Share',nothing,0
1976,2,alarm,pur,coalarm,Locally,opti,1
1978,1,assis,pur,cowash,Locally,opti,1
1979,2,watch,pur,cotv,'Remote Server',nothing,1
1983,0,watch,pur,cotv,Locally,opti,1
1984,1,tv,pur,cosecu,'Remote Server',reco,1
1986,2,assis,pur,corefri,'Remote Server',reco,0
1994,1,alarm,pur,corefri,Locally,opti,1
1989,2,assis,pur,corefri,Locally,opti,0
1990,2,assis,pur,cowash,Locally,nothing,0
1991,1,alarm,pur,cosecu,'Third Party Share',nothing,0
1998,0,alarm,pur,colight,'Remote Server',reco,0
1992,2,watch,pur,colight,'Remote Server',insight,1
1993,2,watch,pur,cotv,Locally,nothing,1
2000,2,alarm,pur,colight,Locally,reco,1
1995,1,tv,pur,coassis,'Remote Server',reco,0
1999,1,alarm,pur,cowash,'Remote Server',nothing,0
2002,1,assis,pur,corefri,'Third Party Share',reco,1
2003,0,assis,pur,colight,'Remote Server',nothing,1
2005,1,alarm,pur,cosecu,'Third Party Share',opti,1
2006,0,tv,pur,cotv,'Third Party Share',nothing,1
2008,0,tv,pur,colight,Locally,nothing,1
2009,0,tv,pur,cotv,'Remote Server',reco,1
2010,0,tv,pur,cotv,Locally,opti,1
2011,2,alarm,pur,corefri,'Remote Server',reco,0
2012,2,watch,pur,itself,Locally,insight,1
2013,2,tv,pur,coassis,Locally,insight,0
2015,2,tv,pur,cotv,'Remote Server',insight,0
2014,0,assis,pur,colight,Locally,nothing,1
2019,0,assis,pur,coalarm,'Third Party Share',reco,0
2021,0,assis,pur,colight,'Remote Server',reco,1
2022,0,watch,pur,colight,'Third Party Share',opti,0
2024,0,watch,pur,coassis,Locally,nothing,1
2027,1,alarm,pur,cosecu,'Third Party Share',reco,0
2029,0,assis,pur,colight,'Remote Server',reco,1
2035,0,alarm,pur,cotv,'Third Party Share',insight,1
2039,1,assis,pur,cohvac,Locally,insight,1
2040,0,alarm,pur,coassis,'Third Party Share',opti,1
